start,end,soiling_rate,soiling_rate_low,soiling_rate_high,inferred_start_loss,inferred_end_loss,length,valid,mid_date,season,M_num,phase,technology,mount
2013-11-20,2014-01-11,-0.0009723657016428938,-0.001875270070959973,-0.0001542519391213304,1.2034477604801905,1.15288474399476,52,True,2013-12-16 00:00:00,wet,1,C,mono-Si,Dual
2014-01-12,2014-01-12,0.0,0.0,0.0,1.2456423640758143,1.2456423640758143,0,False,2014-01-12 00:00:00,wet,1,C,mono-Si,Dual
2014-01-13,2014-02-04,-0.006351843609790208,-0.011664387690771803,-0.0009540737014845289,1.293012813250042,1.1532722538346574,22,True,2014-01-24 00:00:00,wet,1,C,mono-Si,Dual
2014-02-05,2014-04-02,-0.003707661766818776,-0.004580488190702707,-0.0028495149034888922,1.1334254261866703,0.9257963672448188,56,True,2014-03-05 00:00:00,trans,1,C,mono-Si,Dual
2014-04-03,2014-04-09,0.0,0.0,0.0,1.0024047433985053,1.0024047433985053,6,False,2014-04-06 00:00:00,trans,1,C,mono-Si,Dual
2014-04-10,2014-04-11,0.0,0.0,0.0,1.0698354020302536,1.0698354020302536,1,False,2014-04-10 12:00:00,trans,1,C,mono-Si,Dual
2014-04-12,2014-07-28,-0.0010904609793652637,-0.0014362238828747142,-0.0007568909053541767,0.8839094860094022,0.767230161217319,107,True,2014-06-04 12:00:00,dry,1,C,mono-Si,Dual
2014-07-29,2014-09-04,0.0,0.0,0.0,0.862412493668034,0.914978929458064,37,False,2014-08-16 12:00:00,dry,1,C,mono-Si,Dual
2014-09-05,2014-09-14,-0.005362713609449621,-0.013559651330946068,0.0,0.9381346920485241,0.8898702695634775,9,True,2014-09-09 12:00:00,trans,1,C,mono-Si,Dual
2014-09-15,2014-09-27,0.0,0.0,0.0,0.9486840260112799,0.942487964774908,12,False,2014-09-21 00:00:00,trans,1,C,mono-Si,Dual
2014-09-28,2015-02-27,0.0,0.0,0.0,0.9394790507689175,0.9394790507689175,152,False,2014-12-13 00:00:00,wet,1,C,mono-Si,Dual
2015-02-28,2015-03-22,-0.004914953101750396,-0.007142958598077276,-0.002986745484036645,1.02028870020987,0.9121597319713612,22,True,2015-03-11 00:00:00,trans,1,C,mono-Si,Dual
2015-03-23,2015-06-13,-0.0024190823658644224,-0.002772245293576228,-0.002010145969332638,0.949804230132246,0.7514394761313632,82,True,2015-05-03 00:00:00,trans,1,C,mono-Si,Dual
2015-06-14,2015-07-22,0.0,0.0,0.0,0.7466599916942653,0.8022287114443043,38,False,2015-07-03 00:00:00,dry,1,C,mono-Si,Dual
2015-07-23,2015-08-23,0.0,0.0,0.0,0.8355340333396445,0.8833182866810533,31,False,2015-08-07 12:00:00,dry,1,C,mono-Si,Dual
2015-08-24,2015-09-18,0.0,0.0,0.0,0.914482918971622,0.9084392348759093,25,False,2015-09-05 12:00:00,trans,1,C,mono-Si,Dual
2015-09-19,2015-11-28,0.0,0.0,0.0,0.9295697106572742,1.1404884462167004,70,False,2015-10-24 00:00:00,trans,1,C,mono-Si,Dual
2015-11-29,2015-12-11,0.0,0.0,0.0,1.1012831099832923,1.209412292845764,12,False,2015-12-05 00:00:00,wet,1,C,mono-Si,Dual
2015-12-12,2015-12-13,0.0,0.0,0.0,1.1294303410196078,1.1294303410196078,1,False,2015-12-12 12:00:00,wet,1,C,mono-Si,Dual
2015-12-14,2015-12-17,0.0,0.0,0.0,1.1003382182929344,1.1003382182929344,3,False,2015-12-15 12:00:00,wet,1,C,mono-Si,Dual
2015-12-18,2015-12-20,0.0,0.0,0.0,1.2512825909605052,1.2512825909605052,2,False,2015-12-19 00:00:00,wet,1,C,mono-Si,Dual
2015-12-21,2016-02-09,-0.0008564764423755792,-0.0020819923966911144,0.0,1.1609016089158102,1.118077786797031,50,True,2016-01-15 00:00:00,wet,1,C,mono-Si,Dual
2016-02-10,2016-03-02,-0.0030352633515349225,-0.005545499169306834,-7.616023430279118e-06,1.0594256270954174,0.9956850967131841,21,True,2016-02-20 12:00:00,wet,1,C,mono-Si,Dual
2016-03-03,2016-03-06,0.0,0.0,0.0,1.027138610119681,1.027138610119681,3,False,2016-03-04 12:00:00,trans,1,C,mono-Si,Dual
2016-03-07,2016-03-31,-0.005583153387826059,-0.009115837455176745,-0.0009166502464855977,1.0660848796878177,0.9320891983799919,24,True,2016-03-19 00:00:00,trans,1,C,mono-Si,Dual
2016-04-01,2016-04-30,-0.0017535336212821705,-0.00314172878474106,-0.00010139749892489653,0.9077664409815789,0.8569139659643958,29,True,2016-04-15 12:00:00,trans,1,C,mono-Si,Dual
2016-05-01,2016-05-02,0.0,0.0,0.0,1.0237463245065022,1.0237463245065022,1,False,2016-05-01 12:00:00,trans,1,C,mono-Si,Dual
2016-05-03,2016-05-03,0.0,0.0,0.0,0.9085439432024336,0.9085439432024336,0,False,2016-05-03 00:00:00,trans,1,C,mono-Si,Dual
2016-05-04,2016-05-29,-0.002609300774020329,-0.007905813987562571,0.0,0.8533177849958382,0.7880852656453303,25,True,2016-05-16 12:00:00,trans,1,C,mono-Si,Dual
2016-05-30,2016-06-10,-0.008431058379148445,-0.038353477877955844,0.0,0.9510001153583616,0.8582584731877301,11,True,2016-06-04 12:00:00,dry,1,C,mono-Si,Dual
2016-06-11,2016-06-17,0.0,0.0,0.0,0.8416526983200647,0.8416526983200647,6,False,2016-06-14 00:00:00,dry,1,C,mono-Si,Dual
2016-06-18,2016-06-18,0.0,0.0,0.0,0.8875658230461284,0.8875658230461284,0,False,2016-06-18 00:00:00,dry,1,C,mono-Si,Dual
2016-06-19,2016-06-23,0.0,0.0,0.0,0.8678681880218377,0.8678681880218377,4,False,2016-06-21 00:00:00,dry,1,C,mono-Si,Dual
2016-06-24,2016-06-24,0.0,0.0,0.0,0.9940936244524119,0.9940936244524119,0,False,2016-06-24 00:00:00,dry,1,C,mono-Si,Dual
2016-06-25,2016-07-04,0.0,0.0,0.0,0.9113171205594801,0.8749297358687258,9,False,2016-06-29 12:00:00,dry,1,C,mono-Si,Dual
2016-07-05,2016-07-28,-0.001792319679560384,-0.006434024183306431,0.0,0.8414640383045868,0.800240685674698,23,True,2016-07-16 12:00:00,dry,1,C,mono-Si,Dual
2016-07-29,2016-08-19,0.0,0.0,0.0,0.8250824126032943,0.8920122552658967,21,False,2016-08-08 12:00:00,dry,1,C,mono-Si,Dual
2016-08-20,2016-08-25,0.0,0.0,0.0,0.9549850273835655,0.9549850273835655,5,False,2016-08-22 12:00:00,dry,1,C,mono-Si,Dual
2016-08-26,2016-08-26,0.0,0.0,0.0,0.9087972544219116,0.9087972544219116,0,False,2016-08-26 00:00:00,dry,1,C,mono-Si,Dual
2016-08-27,2016-08-27,0.0,0.0,0.0,0.9134395301965927,0.9134395301965927,0,False,2016-08-27 00:00:00,dry,1,C,mono-Si,Dual
2016-08-28,2016-09-01,0.0,0.0,0.0,1.0540074718795607,1.0540074718795607,4,False,2016-08-30 00:00:00,dry,1,C,mono-Si,Dual
2016-09-02,2016-09-12,-0.011807444550590351,-0.044578311354562195,0.0,1.0028377413006933,0.8847632957947908,10,True,2016-09-07 00:00:00,trans,1,C,mono-Si,Dual
2016-09-13,2016-09-16,0.0,0.0,0.0,0.9584800259926591,0.9584800259926591,3,False,2016-09-14 12:00:00,trans,1,C,mono-Si,Dual
2016-09-17,2016-09-18,0.0,0.0,0.0,1.0810592689807854,1.0810592689807854,1,False,2016-09-17 12:00:00,trans,1,C,mono-Si,Dual
2016-09-19,2016-09-19,0.0,0.0,0.0,1.0929919023046617,1.0929919023046617,0,False,2016-09-19 00:00:00,trans,1,C,mono-Si,Dual
2016-09-20,2016-10-24,0.0,0.0,0.0,0.9553266009015706,1.0295400372433257,34,False,2016-10-07 00:00:00,trans,1,C,mono-Si,Dual
2016-10-25,2016-10-28,0.0,0.0,0.0,1.0514363850040476,1.0514363850040476,3,False,2016-10-26 12:00:00,trans,1,C,mono-Si,Dual
2016-10-29,2016-11-08,-0.003599722339178316,-0.011463332812932029,0.0,1.0895287096574133,1.05353148626563,10,True,2016-11-03 00:00:00,trans,1,C,mono-Si,Dual
2016-11-09,2016-11-11,0.0,0.0,0.0,1.18951612819332,1.18951612819332,2,False,2016-11-10 00:00:00,trans,1,C,mono-Si,Dual
2016-11-12,2016-11-15,0.0,0.0,0.0,1.1118952704392013,1.1118952704392013,3,False,2016-11-13 12:00:00,trans,1,C,mono-Si,Dual
2016-11-16,2016-11-23,0.0,0.0,0.0,1.1810475968155791,1.1853570491015764,7,False,2016-11-19 12:00:00,trans,1,C,mono-Si,Dual
2016-11-24,2016-11-30,0.0,0.0,0.0,1.0707908905832857,1.0707908905832857,6,False,2016-11-27 00:00:00,trans,1,C,mono-Si,Dual
2016-12-01,2016-12-03,0.0,0.0,0.0,1.2486654260680237,1.2486654260680237,2,False,2016-12-02 00:00:00,wet,1,C,mono-Si,Dual
2016-12-04,2016-12-04,0.0,0.0,0.0,1.0057831814243645,1.0057831814243645,0,False,2016-12-04 00:00:00,wet,1,C,mono-Si,Dual
2016-12-05,2017-01-20,-0.00091145262456032,-0.0020620598537137713,0.0,1.175416538814372,1.1334897180845973,46,True,2016-12-28 00:00:00,wet,1,C,mono-Si,Dual
2017-01-21,2017-01-29,0.0,0.0,0.0,0.9562701390660919,1.0402318017979368,8,False,2017-01-25 00:00:00,wet,1,C,mono-Si,Dual
2017-01-30,2017-02-03,0.0,0.0,0.0,1.0778805556479671,1.0778805556479671,4,False,2017-02-01 00:00:00,wet,1,C,mono-Si,Dual
2017-02-04,2017-02-05,0.0,0.0,0.0,1.0767723883675506,1.0767723883675506,1,False,2017-02-04 12:00:00,wet,1,C,mono-Si,Dual
2017-02-06,2017-06-28,-0.0021844373953970727,-0.002377036959394014,-0.002006184857809825,1.0433987830292906,0.7332086728829061,142,True,2017-04-18 00:00:00,trans,1,C,mono-Si,Dual
2017-06-29,2017-07-06,0.0,0.0,0.0,0.7503821028067907,0.8211061093784764,7,False,2017-07-02 12:00:00,dry,1,C,mono-Si,Dual
2017-07-07,2017-09-26,0.0,0.0,0.0,0.8003012610506168,0.9263737801851768,81,False,2017-08-16 12:00:00,dry,1,C,mono-Si,Dual
2017-09-27,2017-09-28,0.0,0.0,0.0,0.9649638176318409,0.9649638176318409,1,False,2017-09-27 12:00:00,trans,1,C,mono-Si,Dual
2017-09-29,2017-10-05,0.0,0.0,0.0,0.9516450951066556,0.9516450951066556,6,False,2017-10-02 00:00:00,trans,1,C,mono-Si,Dual
2017-10-06,2017-10-07,0.0,0.0,0.0,1.0992314122347777,1.0992314122347777,1,False,2017-10-06 12:00:00,trans,1,C,mono-Si,Dual
2017-10-08,2017-10-24,0.0,0.0,0.0,1.0138927263633375,1.0156698716693071,16,False,2017-10-16 00:00:00,trans,1,C,mono-Si,Dual
2017-10-25,2017-11-12,-0.0032018822026842475,-0.010108298954502604,0.0,1.09202638686899,1.034392507220673,18,True,2017-11-03 00:00:00,trans,1,C,mono-Si,Dual
2017-11-13,2017-12-18,0.0,0.0,0.0,1.1077235287648466,1.113081073998942,35,False,2017-11-30 12:00:00,trans,1,C,mono-Si,Dual
2017-12-19,2017-12-19,0.0,0.0,0.0,1.047351302003857,1.047351302003857,0,False,2017-12-19 00:00:00,wet,1,C,mono-Si,Dual
2017-12-20,2017-12-20,0.0,0.0,0.0,1.1617851658835792,1.1617851658835792,0,False,2017-12-20 00:00:00,wet,1,C,mono-Si,Dual
2017-12-21,2017-12-24,0.0,0.0,0.0,1.0914597986434513,1.0914597986434513,3,False,2017-12-22 12:00:00,wet,1,C,mono-Si,Dual
2017-12-25,2018-01-18,0.0,0.0,0.0,1.2985182153762256,1.2985182153762256,24,False,2018-01-06 00:00:00,wet,1,C,mono-Si,Dual
2018-01-19,2018-02-16,-0.0033194722745990427,-0.0063701664392852185,0.0,1.1253830645723637,1.0324378408835901,28,True,2018-02-02 00:00:00,wet,1,C,mono-Si,Dual
2018-02-17,2018-04-18,-0.003108306623319438,-0.003667598091756171,-0.002644827510895967,1.0287136945168456,0.8422152971176793,60,True,2018-03-19 00:00:00,trans,1,C,mono-Si,Dual
2018-04-19,2018-08-24,-0.0005845021134566629,-0.0007993256092030528,-0.0003615983718385926,0.8055194102081107,0.7312876417991145,127,True,2018-06-21 12:00:00,dry,1,C,mono-Si,Dual
2018-08-25,2018-09-17,0.0,0.0,0.0,0.8016197258405446,0.8501346992375725,23,False,2018-09-05 12:00:00,trans,1,C,mono-Si,Dual
2018-09-18,2018-09-23,0.0,0.0,0.0,0.9575987241134913,0.9575987241134913,5,False,2018-09-20 12:00:00,trans,1,C,mono-Si,Dual
2018-09-24,2018-09-30,0.0,0.0,0.0,0.9004264819333585,0.9004264819333585,6,False,2018-09-27 00:00:00,trans,1,C,mono-Si,Dual
2018-10-01,2018-10-06,0.0,0.0,0.0,0.9313874005193767,0.9313874005193767,5,False,2018-10-03 12:00:00,trans,1,C,mono-Si,Dual
2018-10-07,2018-10-25,-0.003443392450316472,-0.007345351936334699,0.0,0.9981244587063705,0.9361433946006743,18,True,2018-10-16 00:00:00,trans,1,C,mono-Si,Dual
2018-10-26,2018-10-28,0.0,0.0,0.0,0.9716689345349062,0.9716689345349062,2,False,2018-10-27 00:00:00,trans,1,C,mono-Si,Dual
2018-10-29,2018-11-04,0.0,0.0,0.0,0.9953323268499956,0.9953323268499956,6,False,2018-11-01 00:00:00,trans,1,C,mono-Si,Dual
2018-11-05,2018-11-08,0.0,0.0,0.0,1.0161421503888086,1.0161421503888086,3,False,2018-11-06 12:00:00,trans,1,C,mono-Si,Dual
2018-11-09,2018-12-07,0.0,0.0,0.0,1.066692182893217,1.0942773272714064,28,False,2018-11-23 00:00:00,trans,1,C,mono-Si,Dual
2018-12-08,2019-05-05,-0.00213367981603898,-0.0022520734122356,-0.0020047186590402186,1.127169105178072,0.8113844924043034,148,True,2019-02-20 00:00:00,wet,1,C,mono-Si,Dual
2019-05-06,2019-05-22,0.0,0.0,0.0,0.809634342386675,0.809634342386675,16,False,2019-05-14 00:00:00,trans,1,C,mono-Si,Dual
2019-05-23,2019-05-25,0.0,0.0,0.0,0.7074403422348129,0.7074403422348129,2,False,2019-05-24 00:00:00,trans,1,C,mono-Si,Dual
2019-05-26,2019-06-10,0.0,0.0,0.0,0.7843376843003267,0.7843376843003267,15,False,2019-06-02 12:00:00,dry,1,C,mono-Si,Dual
2019-06-11,2019-06-13,0.0,0.0,0.0,0.801638770331377,0.801638770331377,2,False,2019-06-12 00:00:00,dry,1,C,mono-Si,Dual
2019-06-14,2019-08-01,0.0,0.0,0.0,0.7857896489796441,0.7857896489796441,48,False,2019-07-08 00:00:00,dry,1,C,mono-Si,Dual
2019-08-02,2019-08-04,0.0,0.0,0.0,0.808225107202054,0.808225107202054,2,False,2019-08-03 00:00:00,dry,1,C,mono-Si,Dual
2019-08-05,2019-09-12,0.0,0.0,0.0,1.1804337482953848,1.1804337482953848,38,False,2019-08-24 00:00:00,dry,1,C,mono-Si,Dual
2019-09-13,2019-09-20,0.0,0.0,0.0,0.8646426771373005,0.8646426771373005,7,False,2019-09-16 12:00:00,trans,1,C,mono-Si,Dual
2019-09-21,2019-09-28,0.0,0.0,0.0,0.8261621854968186,0.8261621854968186,7,False,2019-09-24 12:00:00,trans,1,C,mono-Si,Dual
2019-09-29,2019-10-13,0.0,0.0,0.0,0.8779400516339463,0.8779400516339463,14,False,2019-10-06 00:00:00,trans,1,C,mono-Si,Dual
2019-10-14,2019-10-16,0.0,0.0,0.0,1.0050674811745088,1.0050674811745088,2,False,2019-10-15 00:00:00,trans,1,C,mono-Si,Dual
2019-10-17,2019-11-04,0.0,0.0,0.0,1.1401077095366718,1.1401077095366718,18,False,2019-10-26 00:00:00,trans,1,C,mono-Si,Dual
2019-11-05,2019-11-11,0.0,0.0,0.0,0.9955661934955146,0.9955661934955146,6,False,2019-11-08 00:00:00,trans,1,C,mono-Si,Dual
2019-11-12,2019-12-04,0.0,0.0,0.0,1.0026283239918605,1.0987177971551034,22,False,2019-11-23 00:00:00,trans,1,C,mono-Si,Dual
2019-12-05,2019-12-28,0.0,0.0,0.0,1.0414074265678142,1.0526175448125432,23,False,2019-12-16 12:00:00,wet,1,C,mono-Si,Dual
2019-12-29,2020-01-14,-0.008516289829762214,-0.01493698810496962,-0.0022954956050168875,1.086092883066776,0.9498322457905815,16,True,2020-01-06 00:00:00,wet,1,C,mono-Si,Dual
2020-01-15,2020-01-18,0.0,0.0,0.0,0.969732979622719,0.969732979622719,3,False,2020-01-16 12:00:00,wet,1,C,mono-Si,Dual
2020-01-19,2020-07-19,-0.0018299807144478775,-0.001944363748864154,-0.0017006082868785423,1.0461285496939023,0.7130720596643885,182,True,2020-04-19 00:00:00,trans,1,C,mono-Si,Dual
2020-07-20,2020-07-20,0.0,0.0,0.0,0.7972050011727249,0.7972050011727249,0,False,2020-07-20 00:00:00,dry,1,C,mono-Si,Dual
2020-07-21,2020-08-05,-0.0012856947146577258,-0.002453249778607533,0.0,0.791166844040657,0.7718814233207913,15,True,2020-07-28 12:00:00,dry,1,C,mono-Si,Dual
2020-08-06,2020-09-24,0.0,0.0,0.0,0.789105964325902,0.8795523848291342,49,False,2020-08-30 12:00:00,dry,1,C,mono-Si,Dual
2020-09-25,2020-10-03,0.0,0.0,0.0,0.9200602932383888,0.9239494280616751,8,False,2020-09-29 00:00:00,trans,1,C,mono-Si,Dual
2020-10-04,2020-11-09,0.0,0.0,0.0,0.9727260999527099,1.000976652877013,36,False,2020-10-22 00:00:00,trans,1,C,mono-Si,Dual
2020-11-10,2020-12-02,0.0,0.0,0.0,1.0469550395309513,1.034516807020989,22,False,2020-11-21 00:00:00,trans,1,C,mono-Si,Dual
2020-12-03,2020-12-08,0.0,0.0,0.0,1.1029186779128863,1.1029186779128863,5,False,2020-12-05 12:00:00,wet,1,C,mono-Si,Dual
2020-12-09,2021-01-25,-0.0016089790366013788,-0.0024088345700005545,-0.0008373165517470071,1.1296012496214445,1.0539792349011794,47,True,2021-01-01 12:00:00,wet,1,C,mono-Si,Dual
2021-01-26,2021-01-26,0.0,0.0,0.0,0.9483303059530432,0.9483303059530432,0,False,2021-01-26 00:00:00,wet,1,C,mono-Si,Dual
2021-01-27,2021-02-16,0.0,0.0,0.0,1.1408681669247351,1.1408681669247351,20,False,2021-02-06 00:00:00,wet,1,C,mono-Si,Dual
2021-02-17,2021-03-07,-0.009051856783689693,-0.012101540823551379,-0.005967262588412736,1.025319057717688,0.8623856356112753,18,True,2021-02-26 00:00:00,wet,1,C,mono-Si,Dual
2021-03-08,2021-06-16,-0.0022173339111231163,-0.002449771899938479,-0.0019976717896573143,0.9121247379337669,0.690391346821456,100,True,2021-04-27 00:00:00,trans,1,C,mono-Si,Dual
2021-06-17,2021-08-16,0.0,0.0,0.0,0.7370981696415146,0.7798048157117412,60,False,2021-07-17 00:00:00,dry,1,C,mono-Si,Dual
2021-08-17,2021-09-16,0.0,0.0,0.0,0.7870753410478173,0.8629687954803194,30,False,2021-09-01 00:00:00,trans,1,C,mono-Si,Dual
2021-09-17,2021-09-22,0.0,0.0,0.0,0.8533946620947752,0.8533946620947752,5,False,2021-09-19 12:00:00,trans,1,C,mono-Si,Dual
2021-09-23,2021-10-01,0.0,0.0,0.0,0.8728640013863593,0.8966872021393115,8,False,2021-09-27 00:00:00,trans,1,C,mono-Si,Dual
2021-10-02,2021-10-08,0.0,0.0,0.0,0.9478455561030306,0.9478455561030306,6,False,2021-10-05 00:00:00,trans,1,C,mono-Si,Dual
2021-10-09,2021-10-19,0.0,0.0,0.0,0.9257365854676003,0.9884482023957695,10,False,2021-10-14 00:00:00,trans,1,C,mono-Si,Dual
2021-10-20,2021-10-28,0.0,0.0,0.0,0.9579275946312009,1.0285951230778956,8,False,2021-10-24 00:00:00,trans,1,C,mono-Si,Dual
2021-10-29,2021-11-04,0.0,0.0,0.0,1.0197356105816862,1.0197356105816862,6,False,2021-11-01 00:00:00,trans,1,C,mono-Si,Dual
2021-11-05,2021-12-30,0.0,0.0,0.0,1.0489707951207814,1.0472909553072283,55,False,2021-12-02 12:00:00,wet,1,C,mono-Si,Dual
2021-12-31,2022-04-27,-0.002757745035030358,-0.0029777512107257115,-0.0025400058034767063,1.0738054927137561,0.7511493236152056,117,True,2022-02-27 12:00:00,wet,1,C,mono-Si,Dual
2022-04-28,2022-05-26,-0.0027305227506335514,-0.005153842625801314,-7.444763028199852e-05,0.7998806302331953,0.7234259932154554,28,True,2022-05-12 00:00:00,trans,1,C,mono-Si,Dual
2022-05-27,2022-06-23,-0.001859710939103376,-0.008538740023188138,0.0,0.7506115898239338,0.7003993944681426,27,True,2022-06-09 12:00:00,dry,1,C,mono-Si,Dual
2022-06-24,2022-08-30,0.0,0.0,0.0,0.7056134828022573,0.7936293514510355,67,False,2022-07-27 12:00:00,dry,1,C,mono-Si,Dual
2022-08-31,2022-09-22,0.0,0.0,0.0,0.8344043875218414,0.8674693033576268,22,False,2022-09-11 00:00:00,trans,1,C,mono-Si,Dual
2022-09-23,2022-09-28,0.0,0.0,0.0,0.8832689345292039,0.8832689345292039,5,False,2022-09-25 12:00:00,trans,1,C,mono-Si,Dual
2022-09-29,2022-10-10,-0.005281259434293195,-0.02455266603306225,0.0,0.9330134005320865,0.8749195467548603,11,True,2022-10-04 12:00:00,trans,1,C,mono-Si,Dual
2022-10-11,2022-10-13,0.0,0.0,0.0,0.9162230177285574,0.9162230177285574,2,False,2022-10-12 00:00:00,trans,1,C,mono-Si,Dual
2022-10-14,2022-10-28,0.0,0.0,0.0,0.9158768378120339,0.9825747381660417,14,False,2022-10-21 00:00:00,trans,1,C,mono-Si,Dual
2022-10-29,2022-11-04,0.0,0.0,0.0,0.970257594195971,0.970257594195971,6,False,2022-11-01 00:00:00,trans,1,C,mono-Si,Dual
2022-11-05,2022-11-10,0.0,0.0,0.0,0.9777070422018541,0.9777070422018541,5,False,2022-11-07 12:00:00,trans,1,C,mono-Si,Dual
2022-11-11,2022-11-21,0.0,0.0,0.0,1.0076891630396005,1.0572349676695296,10,False,2022-11-16 00:00:00,trans,1,C,mono-Si,Dual
2022-11-22,2022-12-10,-0.004200964572932314,-0.010887075665810875,0.0,1.0621476841436532,0.9865303218308714,18,True,2022-12-01 00:00:00,wet,1,C,mono-Si,Dual
2022-12-11,2022-12-14,0.0,0.0,0.0,1.026746177896853,1.026746177896853,3,False,2022-12-12 12:00:00,wet,1,C,mono-Si,Dual
2022-12-15,2022-12-24,-0.013861744067369746,-0.04495554362999695,0.0,1.1074043484819214,0.9826486518755928,9,True,2022-12-19 12:00:00,wet,1,C,mono-Si,Dual
2022-12-25,2023-01-08,0.0,0.0,0.0,1.0466647457973686,1.065072032456869,14,False,2023-01-01 00:00:00,wet,1,C,mono-Si,Dual
2023-01-09,2023-03-23,-0.0029698846326958964,-0.0033914850165551163,-0.002523424034500532,1.05811751169127,0.84131593350447,73,True,2023-02-14 12:00:00,wet,1,C,mono-Si,Dual
2023-03-24,2023-04-08,0.0,0.0,0.0,0.8028584428254177,0.8161674899619986,15,False,2023-03-31 12:00:00,trans,1,C,mono-Si,Dual
2023-04-09,2023-04-26,-0.0018883155688898382,-0.009286861978562766,0.0,0.8023822662426756,0.7702809015715486,17,True,2023-04-17 12:00:00,trans,1,C,mono-Si,Dual
2023-04-27,2023-06-20,0.0,0.0,0.0,0.7354086486965015,0.6608958520816186,54,False,2023-05-24 00:00:00,trans,1,C,mono-Si,Dual
2023-06-21,2023-06-21,0.0,0.0,0.0,0.7809211107717401,0.7809211107717401,0,False,2023-06-21 00:00:00,dry,1,C,mono-Si,Dual
2023-06-22,2023-06-22,0.0,0.0,0.0,0.6462531612421275,0.6462531612421275,0,False,2023-06-22 00:00:00,dry,1,C,mono-Si,Dual
2023-06-23,2023-06-23,0.0,0.0,0.0,0.6627868570826522,0.6627868570826522,0,False,2023-06-23 00:00:00,dry,1,C,mono-Si,Dual
2023-06-24,2023-06-24,0.0,0.0,0.0,0.7395181218876777,0.7395181218876777,0,False,2023-06-24 00:00:00,dry,1,C,mono-Si,Dual
2023-06-25,2023-06-26,0.0,0.0,0.0,0.7640205182980607,0.7640205182980607,1,False,2023-06-25 12:00:00,dry,1,C,mono-Si,Dual
2023-06-27,2023-08-30,0.0,0.0,0.0,0.6939688567801316,0.7481907724997656,64,False,2023-07-29 00:00:00,dry,1,C,mono-Si,Dual
2023-08-31,2023-09-27,0.0,0.0,0.0,0.7550849809391096,0.8068555988868882,27,False,2023-09-13 12:00:00,trans,1,C,mono-Si,Dual
2023-09-28,2023-10-14,-0.004953061420469653,-0.012705415207673936,0.0,0.8924166029094955,0.8131676201819822,16,True,2023-10-06 00:00:00,trans,1,C,mono-Si,Dual
2023-10-15,2023-10-15,0.0,0.0,0.0,1.0190811735242646,1.0190811735242646,0,False,2023-10-15 00:00:00,trans,1,C,mono-Si,Dual
2023-10-16,2023-10-17,0.0,0.0,0.0,0.9053597643980541,0.9053597643980541,1,False,2023-10-16 12:00:00,trans,1,C,mono-Si,Dual
2023-10-18,2023-11-04,-0.0033050224345973767,-0.011706925064634789,0.0,0.9058538016178002,0.8496684202296443,17,True,2023-10-26 12:00:00,trans,1,C,mono-Si,Dual
2023-11-05,2023-11-13,0.0,0.0,0.0,0.8568436799145687,0.9773782900560022,8,False,2023-11-09 00:00:00,trans,1,C,mono-Si,Dual
2023-11-14,2023-11-21,0.0,0.0,0.0,0.960060337522247,1.0022667727545098,7,False,2023-11-17 12:00:00,trans,1,C,mono-Si,Dual
