system_id,status,plr_pct_yr,ci_low,ci_high,n_days,n_years,pi_median,first,last
10696,ok,-0.4187938109161404,-1.5041933087443522,0.8234963500062307,1993,6,1.1197987249647254,2018-01-01,2023-12-31
10723,ok,-0.9185572259111614,-2.160987017723337,0.1817316317953787,1537,6,1.3482384449803275,2018-01-01,2023-12-30
10697,ok,-0.9960714335887966,-1.7247405779915237,-0.4109375180963603,1599,6,1.4742907233149856,2018-01-01,2023-12-31
10699,ok,1.6904411264407166,0.7911963306716365,2.736656161114794,1926,6,0.810646089553771,2018-01-01,2023-12-31
10705,ok,-7.791417049505155,-8.993779441042525,-5.188980122581933,817,6,1.3171895579569062,2018-01-03,2023-12-31
10708,ok,-2.747239208044112,-4.980809602870313,-1.02448398248286,1365,6,1.115215921475028,2018-01-01,2023-12-31
10716,ok,-0.9028510271396506,-1.444186586586782,-0.3125869409371651,1809,6,0.5688108642184025,2018-01-01,2023-12-31
10703,ok,-1.4468900686666497,-2.280726134162759,-0.825038666772987,1472,6,1.4501250384346105,2018-01-01,2023-12-31
10717,ok,-0.6709087968048641,-1.9304312405408477,0.7856881624951061,1635,6,1.1685218212005115,2018-01-01,2023-12-31
10710,ok,-2.3972149721047837,-3.511939769914174,-1.1960408055686291,1884,6,1.088805675608622,2018-01-09,2023-12-30
10730,ok,0.5442576945909909,-0.4068176847075389,1.481387769262026,1873,6,1.1955481473886125,2018-01-01,2023-12-31
10754,ok,-2.176105375697257,-2.871878143233353,-0.81638498733415,1803,6,0.7384144605286028,2018-01-01,2023-12-31
10709,ok,-2.684877011753062,-4.144985308367053,-1.2334058117255076,1799,6,1.1478908758582356,2018-01-01,2023-12-31
10731,ok,-1.0171490163108976,-1.9319341166354187,1.2358025156774088,1240,5,1.159989443253656,2018-01-01,2023-12-31
10732,ok,-3.878778397963889,-4.700839512937261,-2.9613555481372567,2049,6,0.9014127173209704,2018-01-09,2023-12-31
10734,ok,-0.9792585432883528,-1.6232980926521758,-0.2664555630772725,1146,6,1.4382719768976928,2018-12-30,2023-12-31
10735,ok,-1.4613676822528203,-2.352973286703375,-0.9205899687508012,2019,6,0.5781915924684332,2018-01-03,2023-12-31
10738,ok,-0.6072745406122665,-1.6729025536307551,0.5182832325894213,1932,6,1.1591448172784533,2018-01-02,2023-12-31
10764,ok,-0.5713947892996452,-1.4353819538353796,0.912604317177106,1212,6,1.185341050846545,2018-01-02,2023-12-30
10747,ok,-0.464626658835332,-1.3780480446788368,0.3354549103476434,1530,5,1.371452334613525,2019-07-14,2023-12-31
10744,ok,6.118132409041344,4.092509830886863,7.571793446724628,1813,6,0.9691605515214752,2018-01-01,2023-12-31
10756,ok,8.104481441039058,6.722478182930902,9.894442508580116,1994,6,0.7045767496431983,2018-01-09,2023-12-31
10759,ok,4.406952392860875,2.5434040568487197,6.765028255404904,982,6,1.2420618182929388,2018-01-07,2023-12-31
10758,ok,1.3908599069945655,0.8583733044072894,2.2412739653363936,1912,6,0.6060297765745126,2018-01-09,2023-12-31
10757,ok,0.416429701379751,-0.9834249985291176,1.491531576345527,1480,6,1.237908340948877,2018-12-30,2023-12-31
10760,ok,0.0377145087442313,-0.463715515923966,2.183667539404553,1258,6,1.1826631140985997,2018-12-30,2023-12-31
10794,ok,2.177645003092089,0.7178221785074428,3.5642455666587747,1017,5,1.3849332453162275,2018-01-01,2023-12-30
10773,ok,-2.9745588024308134,-3.524363470014713,-2.409808106134532,1770,6,0.4790417042629952,2018-01-09,2023-12-29
10774,ok,-1.5391829317104255,-2.291445142460291,-0.8578593422346126,1795,6,1.4128994551843417,2018-01-01,2023-12-31
10775,ok,-1.0691295379153058,-1.8612686237455165,-0.1658771635594691,1343,6,1.445088445706065,2018-01-03,2023-12-31
10777,ok,-5.493110432966497,-7.279470886263162,-3.71591819648815,1977,6,0.8688756176892289,2018-01-01,2023-12-31
10779,ok,-0.7966838096745477,-1.376710626134714,-0.29798008921329,2162,6,0.9827764441940944,2018-01-01,2023-12-31
10780,ok,-2.016349115800009,-2.943004918289493,-1.1152442446767463,2071,6,1.0188107650791245,2018-01-01,2023-12-31
10808,ok,-2.664745983336181,-4.198712471325855,-1.8744883018202263,1202,6,1.2077202974808725,2019-01-02,2023-12-30
10791,ok,0.153816832947111,-2.1251191056829155,1.5125962642780988,1445,6,1.0642347684866549,2018-01-02,2023-12-31
10790,ok,-4.732909417326888,-6.282254695051948,-3.903118430074053,2019,6,1.0680394945579603,2018-01-02,2023-12-31
10795,ok,-2.042957924229409,-2.8588287638762284,-1.3687297339907367,2097,6,0.919010421143692,2018-01-01,2023-12-31
10796,ok,-1.2836859601487312,-2.220085622857404,-0.2872265822576603,2028,6,1.1551354470033783,2018-01-01,2023-12-31
10819,ok,-4.424283429027981,-5.593456856648565,-3.306540484039755,1784,6,1.1352410822509311,2018-01-01,2023-12-31
10800,ok,-2.0210202747351524,-2.695827905178578,-1.553247756865361,2101,6,0.7962439083584587,2018-01-01,2023-12-31
10801,ok,6.673416990133114,4.88246647933468,8.299739264893248,2085,6,0.8731699728281447,2018-01-01,2023-12-31
10802,ok,1.4007362493172026,-0.1758225601980916,3.7955971642630537,1637,6,1.1758357014794525,2018-01-01,2023-12-31
10804,ok,-11.275524324484392,-12.387378453176783,-9.540769908984236,1507,6,0.6484780658411181,2018-01-01,2023-12-31
10809,ok,1.220594389056029,0.0956344101135917,2.5154869949693714,1202,6,0.8173983363262912,2018-12-30,2023-12-31
10806,ok,-0.940526246167008,-1.5547653913462522,-0.2852072482705248,2050,6,0.7382215425320524,2018-01-03,2023-12-31
10814,ok,0.314265048733553,-0.9357926558146596,1.361437777372825,1741,6,0.9649771399560042,2018-01-01,2023-12-31
10815,ok,-1.3025131512015786,-2.2855904062801318,-0.550632482438395,1991,6,1.1685753337179925,2018-01-01,2023-12-31
10816,ok,-1.793571902745978,-4.260093318904814,-0.1322598785762685,1379,6,1.008090166453231,2018-01-01,2023-12-31
10831,ok,-2.3846846204079197,-4.153605556284412,-1.3532680449207524,1360,6,1.1783129232481762,2018-01-04,2023-12-30
10827,ok,0.90993560670799,-0.2447503586806146,1.8798370029507796,1416,6,0.8593706867801525,2018-12-30,2023-12-31
10843,ok,6.328247183563818,4.842631982343559,7.090397707048646,1996,6,1.0882527060553535,2018-01-01,2023-12-31
10830,ok,0.6562128536255263,-1.0323813579354857,1.9387947475301812,1821,6,1.0410044815630504,2018-01-01,2023-12-31
10823,ok,-0.91542487728562,-2.891283132195654,0.8025268383191848,1681,6,1.1772150280107498,2018-01-01,2023-12-31
10835,ok,1.9639978156955915,0.1674636419050977,3.835501759117221,1562,6,1.1495450718512723,2018-01-01,2023-12-31
10838,ok,-0.7475698710731948,-2.027981087818924,0.805930475892036,1557,6,1.0662382788255682,2018-01-09,2023-12-31
10839,ok,-1.3646475249719847,-3.3017947352223684,0.1286587499137681,1267,6,1.0994115042991408,2018-01-02,2023-12-31
10837,ok,-0.5931807293714434,-1.6378818113966125,1.0865995769429482,1993,6,1.008522275242076,2018-01-01,2023-12-02
10840,ok,-0.9131029757717068,-1.4146427383275018,-0.4289516241568562,2152,6,1.034622165013306,2018-01-01,2023-12-31
10841,ok,-1.898341671940157,-3.078271096501317,-0.7755320854483655,1358,5,1.1780337746403855,2018-01-01,2022-12-02
10848,ok,-0.5880216362841655,-1.0855217339361012,-0.0908479524049488,2143,6,0.6404136733914191,2018-01-01,2023-12-31
10864,ok,0.554815412063915,-1.1143203372605952,1.979358140968257,1306,5,0.9722006289217676,2018-01-03,2023-12-31
10847,ok,-0.4519690561329448,-2.018134944674968,0.6748153053859174,2016,6,0.8865638188079836,2018-01-01,2023-12-30
10856,ok,0.1880570870118303,-0.7881223775489028,1.2980058602589215,2083,6,0.9455551821794516,2018-01-01,2023-12-24
10858,ok,-1.303775099368221,-2.048863027734952,0.1516649605971309,1193,6,1.409836146229987,2018-01-02,2023-12-31
10854,ok,0.0124043886484459,-1.3647945220337077,1.2100971699678942,1912,6,1.083322911186669,2018-01-08,2023-12-30
10860,ok,-0.3204068697406469,-1.6942926861165306,0.9385056281640768,1762,6,0.7583405189750859,2018-01-10,2023-12-31
10857,ok,-0.1985675608979664,-1.666479107007035,0.8295311197703548,1607,6,1.159279131368551,2018-01-01,2023-12-30
10865,ok,1.0081601263574604,0.4112689429932243,1.6386478840448415,1651,6,0.9415663773115318,2018-12-30,2023-12-31
10891,ok,-1.163689179761196,-3.39331871410396,0.8564205897802318,852,6,1.1043660996248146,2018-01-01,2023-12-23
10873,ok,3.2057009438396644,1.9731413627289756,4.313348315917853,1332,6,0.9517711986284808,2018-01-11,2023-12-31
