system_id,system_public_name,latitude,longitude,dc_capacity_kW,years,number_records,dataset_size_mb,available_sensor_channels,kg_climate,A_PVCZ_T,A_PVCZ_H,A_MOUNT,A_TRACK,A_TILT,A_AZ,A_CAP,A_VINT,P0_cell,P0_primary_TH
10159,Pvoutput.org Blenheim Fields,39.504706,-76.57112,7.65,11.0739,839630.0,19.22,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2010-2014,T4|H3|UNKNOWN|fixed|mid|south|residential|2010-2014,T4:H3
10161,Pvoutput.org Colchester G PV,41.56033,-72.33795,7.02,11.8986,1148460.0,26.29,2,Dfb,T3,H3,UNKNOWN,fixed,high,west,residential,2010-2014,T3|H3|UNKNOWN|fixed|high|west|residential|2010-2014,T3:H3
10162,Pvoutput.org TPP,34.976173,-99.3952,16.33,11.6,1309814.0,29.98,2,Cfa,T5,H3,UNKNOWN,fixed,mid,south,residential,2010-2014,T5|H3|UNKNOWN|fixed|mid|south|residential|2010-2014,T5:H3
10166,Pvoutput.org BH Solar set up +693,41.492808,-81.687576,5.0,11.8082,1125742.0,25.77,2,Dfa,T3,H3,UNKNOWN,fixed,low,west,residential,2010-2014,T3|H3|UNKNOWN|fixed|low|west|residential|2010-2014,T3:H3
10167,Pvoutput.org Sunset Hills Vineyard,39.174164,-77.674422,56.35,11.8054,1349330.0,30.88,2,Cfa,T4,H3,UNKNOWN,fixed,high,west,commercial,2010-2014,T4|H3|UNKNOWN|fixed|high|west|commercial|2010-2014,T4:H3
10168,Pvoutput.org Sand Pond Solar,43.392935,-70.750133,8.225,9.6547,1112146.0,25.46,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10169,Pvoutput.org Steves Solar-1,39.147128,-92.484962,19.5,11.8739,789628.0,18.07,2,Cfa,T4,H3,UNKNOWN,fixed,high,south,residential,2010-2014,T4|H3|UNKNOWN|fixed|high|south|residential|2010-2014,T4:H3
10170,Pvoutput.org Koeller Residence,38.576253,-90.53117,12.74,6.0739,611552.0,14.0,2,Cfa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
10171,Pvoutput.org Arlington Solar,42.419496,-71.15635,5.75,11.7808,1021222.0,23.37,2,Dfa,T3,H3,UNKNOWN,fixed,low,south,residential,2010-2014,T3|H3|UNKNOWN|fixed|low|south|residential|2010-2014,T3:H3
10172,Pvoutput.org Adventures Ahead,35.022523,-80.733357,4.94,8.0739,739436.0,16.92,2,Cfa,T4,H3,UNKNOWN,fixed,mid,east,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|east|residential|2015-2019,T4:H3
10173,Pvoutput.org Krystek Array,43.025217,-78.70394,9.4,9.0739,969668.0,22.19,2,Dfb,T3,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T3:H3
10174,Pvoutput.org Pure Michigan,45.175538,-84.592867,24.0,11.841,1371348.0,31.39,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,commercial,2010-2014,T3|H3|UNKNOWN|fixed|mid|south|commercial|2010-2014,T3:H3
10175,Pvoutput.org Stuck between palm trees,37.436451,-121.89438,5.0,10.1561,1073862.0,24.58,2,Csb,T4,H3,UNKNOWN,fixed,mid,west,residential,2010-2014,T4|H3|UNKNOWN|fixed|mid|west|residential|2010-2014,T4:H3
10176,Pvoutput.org 106SHR,41.890203,-72.360679,11.04,7.5506,494000.0,11.31,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2010-2014,T3|H3|UNKNOWN|fixed|mid|south|residential|2010-2014,T3:H3
10177,Pvoutput.org Terrys second PV,37.592184,-122.04577,3.744,7.5479,704340.0,16.12,2,Csb,T4,H3,UNKNOWN,fixed,mid,south,residential,2010-2014,T4|H3|UNKNOWN|fixed|mid|south|residential|2010-2014,T4:H3
10178,Pvoutput.org Tim and Sherry Solar,42.287355,-75.972045,8.415,11.3808,1007910.0,23.07,2,Dfb,T3,H3,UNKNOWN,fixed,mid,west,residential,2010-2014,T3|H3|UNKNOWN|fixed|mid|west|residential|2010-2014,T3:H3
10180,Pvoutput.org Hideaway Power Plant,27.979114,-82.78166,10.0,10.8383,951454.0,21.78,2,Cfa,T5,H4,UNKNOWN,fixed,mid,south,residential,2010-2014,T5|H4|UNKNOWN|fixed|mid|south|residential|2010-2014,T5:H4
10181,Pvoutput.org Bordlemay Residence,40.136203,-76.893352,17.75,11.663,1217420.0,27.86,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2010-2014,T4|H3|UNKNOWN|fixed|mid|south|residential|2010-2014,T4:H3
10182,Pvoutput.org GoSolar,37.305714,-121.81145,8.75,6.0739,653910.0,14.97,2,Csb,T5,H2,UNKNOWN,fixed,mid,west,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|west|residential|2015-2019,T5:H2
10183,Pvoutput.org SunnyBoy WH,34.176238,-118.61992,2.25,7.5589,737824.0,16.89,2,Csb,T4,H3,UNKNOWN,fixed,mid,east,residential,2010-2014,T4|H3|UNKNOWN|fixed|mid|east|residential|2010-2014,T4:H3
10184,Pvoutput.org WOLF HOUSE,32.814636,-116.904508,10.5,10.0684,1045800.0,23.94,2,Csa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
10185,Pvoutput.org Miles away,34.208837,-118.87348,7.0,11.6383,1075246.0,24.61,2,Csb,T4,H3,UNKNOWN,fixed,mid,south,residential,2010-2014,T4|H3|UNKNOWN|fixed|mid|south|residential|2010-2014,T4:H3
10186,Pvoutput.org MT Sun,46.53932,-108.53775,20.412,11.7369,1176066.0,26.92,2,Bsk,T2,H2,UNKNOWN,fixed,low,south,commercial,2010-2014,T2|H2|UNKNOWN|fixed|low|south|commercial|2010-2014,T2:H2
10187,Pvoutput.org MT Sun 2,45.522248,-109.48875,14.28,10.4191,940184.0,21.52,2,Bsk,T2,H1,UNKNOWN,fixed,mid,south,residential,2010-2014,T2|H1|UNKNOWN|fixed|mid|south|residential|2010-2014,T2:H1
10188,Pvoutput.org John Swenson Harvey - Home,40.55051,-111.877728,7.65,11.726,1256918.0,28.77,2,Dfb,T4,H2,UNKNOWN,fixed,mid,south,residential,2010-2014,T4|H2|UNKNOWN|fixed|mid|south|residential|2010-2014,T4:H2
10190,Pvoutput.org BurgemeisterHome,40.226302,-111.64439,3.57,7.4383,726518.0,16.63,2,Dfa,T4,H2,UNKNOWN,fixed,mid,west,residential,2010-2014,T4|H2|UNKNOWN|fixed|mid|west|residential|2010-2014,T4:H2
10192,Pvoutput.org Tchernio 3.5KW,37.269086,-121.912547,4.08,11.6054,1201704.0,27.5,2,Csb,T5,H2,UNKNOWN,fixed,mid,west,residential,2010-2014,T5|H2|UNKNOWN|fixed|mid|west|residential|2010-2014,T5:H2
10193,Pvoutput.org Flynns Arcade,34.601311,-82.13111,12.42,6.0739,599410.0,13.72,2,Cfa,T5,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H3
10194,Pvoutput.org jswgmo305,38.590652,-90.35168,3.055,11.0739,1163342.0,26.63,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2010-2014,T4|H3|UNKNOWN|fixed|mid|south|residential|2010-2014,T4:H3
10196,Pvoutput.org VoltStation,37.228594,-121.98396,4.42,11.5671,1233826.0,28.24,2,Csb,T5,H2,UNKNOWN,fixed,mid,north,residential,2010-2014,T5|H2|UNKNOWN|fixed|mid|north|residential|2010-2014,T5:H2
10197,Pvoutput.org Schroeder,26.179495,-80.27183,4.56,11.5643,1202376.0,27.52,2,Am,T5,H4,UNKNOWN,fixed,mid,south,residential,2010-2014,T5|H4|UNKNOWN|fixed|mid|south|residential|2010-2014,T5:H4
10198,Pvoutput.org Rostam & Shadi,33.868314,-118.06754,5.5,6.1589,293168.0,6.71,2,Csa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
10199,Pvoutput.org Islandsnows Hale,21.459206,-158.0116,3.71,7.3561,759500.0,17.38,2,Cfb,T5,H3,UNKNOWN,fixed,low,west,residential,2010-2014,T5|H3|UNKNOWN|fixed|low|west|residential|2010-2014,T5:H3
10200,Pvoutput.org BioTechs Solar System,30.582556,-97.277096,10.29,7.3506,864455.0,19.79,2,Cfa,T5,H4,UNKNOWN,fixed,mid,south,residential,2010-2014,T5|H4|UNKNOWN|fixed|mid|south|residential|2010-2014,T5:H4
10201,Pvoutput.org Yellow Home,42.964915,-71.588423,5.808,11.5342,1206783.0,27.62,2,Dfb,T3,H3,UNKNOWN,fixed,mid,west,residential,2010-2014,T3|H3|UNKNOWN|fixed|mid|west|residential|2010-2014,T3:H3
10203,Pvoutput.org BrambleB,33.77776,-112.07945,22.0,11.4986,1450950.0,33.21,2,Bsh,T6,H2,UNKNOWN,fixed,low,south,commercial,2010-2014,T6|H2|UNKNOWN|fixed|low|south|commercial|2010-2014,T6:H2
10204,Pvoutput.org Rockys place-Wisconsin Dells,43.645603,-89.78104,9.45,11.3863,1162032.0,26.6,2,Dfb,T3,H3,UNKNOWN,fixed,high,south,residential,2010-2014,T3|H3|UNKNOWN|fixed|high|south|residential|2010-2014,T3:H3
10205,Pvoutput.org CooperMtn,38.464212,-105.27973,8.82,11.3753,1258532.0,28.81,2,Bsk,T2,H2,UNKNOWN,fixed,high,south,residential,2010-2014,T2|H2|UNKNOWN|fixed|high|south|residential|2010-2014,T2:H2
10206,Pvoutput.org Bartkus Farm,42.502113,-71.365424,13.78,11.3342,1146111.0,26.23,2,Dfb,T3,H3,UNKNOWN,fixed,low,west,residential,2010-2014,T3|H3|UNKNOWN|fixed|low|west|residential|2010-2014,T3:H3
10207,Pvoutput.org Catoctin Creek Distillery,39.146479,-77.72798,40.922,11.3917,1282029.0,29.34,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,commercial,2010-2014,T4|H3|UNKNOWN|fixed|mid|south|commercial|2010-2014,T4:H3
10208,Pvoutput.org Solar Arbor,37.280241,-122.037668,8.1,11.3671,1200019.0,27.47,2,Csb,T5,H2,UNKNOWN,fixed,low,south,residential,2010-2014,T5|H2|UNKNOWN|fixed|low|south|residential|2010-2014,T5:H2
10209,Pvoutput.org House of Grue,32.969472,-97.14486,17.0,6.8876,888242.0,20.33,2,Cfa,T5,H3,UNKNOWN,fixed,high,south,residential,2010-2014,T5|H3|UNKNOWN|fixed|high|south|residential|2010-2014,T5:H3
10210,Pvoutput.org Canyon-Edge,30.329704,-97.8751,6.65,10.0821,1041196.0,23.83,2,Cfa,T5,H4,UNKNOWN,fixed,low,west,residential,2015-2019,T5|H4|UNKNOWN|fixed|low|west|residential|2015-2019,T5:H4
10211,Pvoutput.org cfa,38.833563,-76.877743,2.0,11.3726,476506.0,10.91,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2010-2014,T4|H3|UNKNOWN|fixed|mid|south|residential|2010-2014,T4:H3
10212,Pvoutput.org Dawn-David,34.328499,-118.426913,5.0,9.3917,1000828.0,22.91,2,Csb,T4,H3,UNKNOWN,fixed,mid,west,residential,2010-2014,T4|H3|UNKNOWN|fixed|mid|west|residential|2010-2014,T4:H3
10213,Pvoutput.org Bay Park Solar,32.79869,-117.202986,3.5,11.3369,1093080.0,25.02,2,Bsk,T4,H3,UNKNOWN,fixed,mid,south,residential,2010-2014,T4|H3|UNKNOWN|fixed|mid|south|residential|2010-2014,T4:H3
10214,Pvoutput.org FranDaMan,43.002612,-77.86458,6.24,11.3287,1209890.0,27.69,2,Dfb,T3,H3,UNKNOWN,fixed,high,south,residential,2010-2014,T3|H3|UNKNOWN|fixed|high|south|residential|2010-2014,T3:H3
10215,Pvoutput.org HaoningSantaClara,37.346241,-121.9846,5.1,11.3178,1112040.0,25.45,2,Csb,T5,H2,UNKNOWN,fixed,mid,west,residential,2010-2014,T5|H2|UNKNOWN|fixed|mid|west|residential|2010-2014,T5:H2
10216,Pvoutput.org Byrnes PV,43.015756,-70.90192,7.8,11.3013,525752.0,12.03,2,Dfb,T3,H3,UNKNOWN,fixed,high,west,residential,2010-2014,T3|H3|UNKNOWN|fixed|high|west|residential|2010-2014,T3:H3
10218,Pvoutput.org 5KW MD,39.400296,-76.44639,5.075,11.1561,1091162.0,24.97,2,Cfa,T4,H3,UNKNOWN,fixed,high,south,residential,2010-2014,T4|H3|UNKNOWN|fixed|high|south|residential|2010-2014,T4:H3
10219,Pvoutput.org Arcadian Grid Utilities,37.717273,-122.096292,1.44,9.2465,963740.0,22.06,2,Csb,T3,H3,UNKNOWN,fixed,mid,west,residential,2010-2014,T3|H3|UNKNOWN|fixed|mid|west|residential|2010-2014,T3:H3
10221,Pvoutput.org East Ave Panels,37.66993,-122.049627,3.12,11.1287,1220763.0,27.94,2,Csb,T3,H3,UNKNOWN,fixed,mid,south,residential,2010-2014,T3|H3|UNKNOWN|fixed|mid|south|residential|2010-2014,T3:H3
10222,Pvoutput.org Justpluggedin,32.992547,-117.09434,7.8,9.0219,604244.0,13.83,2,Bsk,T4,H3,UNKNOWN,fixed,mid,west,residential,2010-2014,T4|H3|UNKNOWN|fixed|mid|west|residential|2010-2014,T4:H3
10223,Pvoutput.org WATTS for me,37.107004,-121.648935,5.36,11.1643,1074532.0,24.59,2,Csb,T5,H3,UNKNOWN,fixed,low,west,residential,2010-2014,T5|H3|UNKNOWN|fixed|low|west|residential|2010-2014,T5:H3
10224,Pvoutput.org BerkshiresPV,42.45384,-73.254,4.5,11.052,1136100.0,26.0,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2010-2014,T3|H3|UNKNOWN|fixed|mid|south|residential|2010-2014,T3:H3
10225,Pvoutput.org KB - Carmichael,38.628371,-121.32702,8.25,11.0767,1179820.0,27.0,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2010-2014,T4|H3|UNKNOWN|fixed|mid|south|residential|2010-2014,T4:H3
10227,Pvoutput.org HomeSolar_SG,33.03505,-96.80492,6.76,11.0602,1175392.0,26.9,2,Cfa,T5,H3,UNKNOWN,fixed,low,south,residential,2010-2014,T5|H3|UNKNOWN|fixed|low|south|residential|2010-2014,T5:H3
10228,Pvoutput.org SunWizards house,40.529278,-105.372014,8.25,11.1506,556594.0,12.74,2,Bsk,T2,H1,UNKNOWN,fixed,high,south,residential,2010-2014,T2|H1|UNKNOWN|fixed|high|south|residential|2010-2014,T2:H1
10229,Pvoutput.org KettBVhome,38.840074,-106.148571,9.635,10.8849,1634336.0,37.41,2,Dfc,T2,H2,UNKNOWN,fixed,high,south,residential,2010-2014,T2|H2|UNKNOWN|fixed|high|south|residential|2010-2014,T2:H2
10230,Pvoutput.org Fillmore Mtn View,34.396646,-118.90082,2.8,6.7424,604382.0,13.83,2,Csb,T4,H3,UNKNOWN,fixed,low,south,residential,2010-2014,T4|H3|UNKNOWN|fixed|low|south|residential|2010-2014,T4:H3
10232,Pvoutput.org Barrys Grid,33.600354,-117.864766,8.19,9.1232,760584.0,17.41,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
10233,Pvoutput.org Casa De Pepin,33.844716,-117.589099,6.5,9.0739,855792.0,19.59,2,Csa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
